,Timestamp,Transaction Type,Asset,Quantity Transacted,Spot Price Currency,Spot Price at Transaction,Subtotal,Total (inclusive of fees and/or spread),Fees and/or Spread,Notes
463,2019-12-09T11:53:23Z,Buy,NU,62,USD,0.0792,4.91,4.91,0.0,Bought 62 NU for $4.91 USD
464,2019-12-10T03:49:50Z,Recieve,RGT,65,USD,1.49,96.75,96.75,0.0,Recieved 65 RGT from an external source
465,2019-12-10T10:28:49Z,Recieve,ASM,5,USD,0.15892,0.79,0.79,0.0,Recieved 5 ASM from an external source
466,2019-12-11T06:16:32Z,Convert,NCT,19,USD,0.02958,0.56,0.57,0.01,Converted 19 NCT to 0.15 RONIN
467,2019-12-11T18:27:10Z,Convert,NU,56,USD,0.1373,7.69,7.8,0.12,Converted 56 NU to 3.04 RONIN
468,2019-12-12T11:46:20Z,Convert,ANKR,4,USD,0.02884,0.12,0.12,0.0,Converted 4 ANKR to 0.0 TRB
469,2019-12-13T11:21:15Z,Sell,BAND,30,USD,2.079,62.36,63.29,0.94,Sold 30 BAND for $63.29 USD
470,2019-12-13T16:28:04Z,Buy,HONEY,51,USD,0.6696,34.15,34.15,0.0,Bought 51 HONEY for $34.15 USD
471,2019-12-13T21:55:50Z,Sell,BAND,67,USD,1.282,85.93,87.21,1.29,Sold 67 BAND for $87.21 USD
472,2019-12-17T01:22:11Z,Convert,NU,98,USD,0.2182,21.38,21.7,0.32,Converted 98 NU to 255.21 DOGE
473,2019-12-18T12:40:15Z,Sell,DOGE,76,USD,0.14554,11.06,11.23,0.17,Sold 76 DOGE for $11.23 USD
474,2019-12-18T13:19:17Z,Buy,RARE,96,USD,0.1833,17.59,17.59,0.0,Bought 96 RARE for $17.59 USD
475,2019-12-19T09:07:01Z,Sell,ANKR,68,USD,0.05881,4.0,4.06,0.06,Sold 68 ANKR for $4.06 USD
476,2019-12-19T23:28:19Z,Buy,NCT,66,USD,0.04112,2.71,2.71,0.0,Bought 66 NCT for $2.71 USD
477,2019-12-20T07:37:00Z,Convert,LTC,66,USD,104.73,6912.21,7015.89,103.68,Converted 66 LTC to 145094.5 ANKR
478,2019-12-22T00:26:19Z,Convert,HONEY,47,USD,0.1272,5.98,6.07,0.09,Converted 47 HONEY to 43.1 LOOM
479,2019-12-22T21:49:05Z,Recieve,LOOM,35,USD,0.1435,5.02,5.02,0.0,Recieved 35 LOOM from an external source
480,2019-12-25T15:18:57Z,Recieve,NCT,25,USD,0.01652,0.41,0.41,0.0,Recieved 25 NCT from an external source
481,2019-12-26T20:28:22Z,Sell,HONEY,8,USD,0.9774,7.82,7.94,0.12,Sold 8 HONEY for $7.94 USD
482,2019-12-27T15:01:18Z,Convert,ASM,11,USD,0.02962,0.33,0.33,0.0,Converted 11 ASM to 0.74 NU
483,2019-12-28T16:41:32Z,Recieve,DOGE,35,USD,0.22178,7.76,7.76,0.0,Recieved 35 DOGE from an external source
484,2019-12-29T16:23:12Z,Convert,SUPER,50,USD,1.42965,71.48,72.55,1.07,Converted 50 SUPER to 26.35 BAND
485,2019-12-29T17:15:41Z,Recieve,RGT,19,USD,12.09,229.69,229.69,0.0,Recieved 19 RGT from an external source
486,2019-12-30T07:02:42Z,Buy,DOGE,77,USD,0.22772,17.53,17.53,0.0,Bought 77 DOGE for $17.53 USD
487,2019-12-30T19:19:11Z,Convert,RONIN,17,USD,2.755,46.84,47.54,0.7,Converted 17 RONIN to 224.65 RARE
488,2019-12-30T22:38:01Z,Buy,NCT,13,USD,0.04471,0.58,0.58,0.0,Bought 13 NCT for $0.58 USD
489,2020-01-01T12:14:43Z,Buy,ANKR,27,USD,0.03681,0.99,0.99,0.0,Bought 27 ANKR for $0.99 USD
490,2020-01-01T17:45:07Z,Buy,TRB,62,USD,192.21,11916.92,11916.92,0.0,Bought 62 TRB for $11916.92 USD
491,2020-01-03T16:42:22Z,Buy,LTC,47,USD,83.15,3908.09,3908.09,0.0,Bought 47 LTC for $3908.09 USD
492,2020-01-04T00:12:22Z,Recieve,NU,75,USD,0.1303,9.77,9.77,0.0,Recieved 75 NU from an external source
493,2020-01-04T07:53:52Z,Buy,SUPER,68,USD,1.09603,74.53,74.53,0.0,Bought 68 SUPER for $74.53 USD
494,2020-01-04T08:21:36Z,Buy,TRB,23,USD,162.95,3747.89,3747.89,0.0,Bought 23 TRB for $3747.89 USD
495,2020-01-07T23:30:50Z,Sell,NU,82,USD,0.2053,16.84,17.09,0.25,Sold 82 NU for $17.09 USD
496,2020-01-08T14:46:23Z,Sell,RGT,81,USD,17.46,1414.07,1435.28,21.21,Sold 81 RGT for $1435.28 USD
497,2020-01-09T16:05:14Z,Sell,SPA,59,USD,0.01273,0.75,0.76,0.01,Sold 59 SPA for $0.76 USD
498,2020-01-09T20:34:39Z,Buy,SPA,65,USD,0.013896,0.9,0.9,0.0,Bought 65 SPA for $0.9 USD
499,2020-01-09T21:32:33Z,Buy,BAND,84,USD,1.292,108.56,108.56,0.0,Bought 84 BAND for $108.56 USD
500,2020-01-10T00:21:12Z,Convert,ANKR,73,USD,0.0483,3.53,3.58,0.05,Converted 73 ANKR to 25.0 NU
501,2020-01-10T09:02:46Z,Recieve,ANKR,88,USD,0.02814,2.48,2.48,0.0,Recieved 88 ANKR from an external source
502,2020-01-10T12:45:13Z,Sell,ASM,35,USD,0.11103,3.89,3.94,0.06,Sold 35 ASM for $3.94 USD
503,2020-01-10T15:55:48Z,Sell,NCT,6,USD,0.03466,0.21,0.21,0.0,Sold 6 NCT for $0.21 USD
504,2020-01-12T04:01:35Z,Sell,HONEY,17,USD,0.7528,12.8,12.99,0.19,Sold 17 HONEY for $12.99 USD
505,2020-01-12T08:28:15Z,Sell,ASM,26,USD,0.16832,4.38,4.44,0.07,Sold 26 ASM for $4.44 USD
506,2020-01-13T03:16:58Z,Recieve,LOOM,9,USD,0.0397,0.36,0.36,0.0,Recieved 9 LOOM from an external source
507,2020-01-13T09:30:27Z,Recieve,LOOM,90,USD,0.142,12.78,12.78,0.0,Recieved 90 LOOM from an external source
508,2020-01-13T14:56:56Z,Convert,RONIN,33,USD,4.397,145.09,147.26,2.18,Converted 33 RONIN to 1134.49 RARE
509,2020-01-13T16:08:15Z,Buy,HONEY,18,USD,0.9127,16.43,16.43,0.0,Bought 18 HONEY for $16.43 USD
510,2020-01-13T22:21:16Z,Sell,LOOM,25,USD,0.045,1.12,1.14,0.02,Sold 25 LOOM for $1.14 USD
511,2020-01-15T00:18:18Z,Convert,RGT,66,USD,10.4,686.23,696.53,10.29,Converted 66 RGT to 10498.27 ANKR
512,2020-01-15T01:46:40Z,Convert,HONEY,51,USD,0.9767,49.81,50.56,0.75,Converted 51 HONEY to 113.1 NU
513,2020-01-15T01:51:22Z,Sell,DOGE,37,USD,0.18996,7.03,7.13,0.11,Sold 37 DOGE for $7.13 USD
514,2020-01-16T00:05:52Z,Sell,LOOM,16,USD,0.1093,1.75,1.77,0.03,Sold 16 LOOM for $1.77 USD
515,2020-01-16T19:48:57Z,Convert,DOGE,7,USD,0.10841,0.76,0.77,0.01,Converted 7 DOGE to 0.39 BAND
516,2020-01-16T21:19:13Z,Convert,RARE,90,USD,0.2019,18.17,18.44,0.27,Converted 90 RARE to 390.7 NCT
517,2020-01-17T11:37:43Z,Recieve,RONIN,72,USD,3.077,221.55,221.55,0.0,Recieved 72 RONIN from an external source
518,2020-01-17T15:29:20Z,Buy,ANKR,86,USD,0.04705,4.05,4.05,0.0,Bought 86 ANKR for $4.05 USD
519,2020-01-18T06:40:13Z,Sell,NU,4,USD,0.0884,0.35,0.36,0.01,Sold 4 NU for $0.36 USD
520,2020-01-18T10:39:08Z,Buy,ASM,73,USD,0.02716,1.98,1.98,0.0,Bought 73 ASM for $1.98 USD
521,2020-01-18T20:29:30Z,Buy,SPA,84,USD,0.026472,2.22,2.22,0.0,Bought 84 SPA for $2.22 USD
522,2020-01-19T17:11:50Z,Sell,TRB,68,USD,173.72,11813.02,11990.22,177.2,Sold 68 TRB for $11990.22 USD
523,2020-01-21T19:09:37Z,Sell,NU,72,USD,0.4024,28.97,29.41,0.43,Sold 72 NU for $29.41 USD
524,2020-01-22T11:08:44Z,Buy,TRB,5,USD,226.27,1131.37,1131.37,0.0,Bought 5 TRB for $1131.37 USD
525,2020-01-23T23:07:50Z,Buy,NU,80,USD,0.4498,35.98,35.98,0.0,Bought 80 NU for $35.98 USD
526,2020-01-23T23:25:34Z,Convert,SUPER,72,USD,0.80525,57.98,58.85,0.87,Converted 72 SUPER to 484.36 LOOM
527,2020-01-24T14:28:29Z,Buy,DOGE,49,USD,0.09607,4.71,4.71,0.0,Bought 49 DOGE for $4.71 USD
528,2020-01-27T15:33:05Z,Recieve,NU,8,USD,0.2193,1.75,1.75,0.0,Recieved 8 NU from an external source
529,2020-01-28T10:21:15Z,Sell,ANKR,64,USD,0.01849,1.18,1.2,0.02,Sold 64 ANKR for $1.2 USD
530,2020-01-29T21:37:59Z,Buy,RARE,73,USD,0.1498,10.94,10.94,0.0,Bought 73 RARE for $10.94 USD
531,2020-01-30T16:51:35Z,Buy,RGT,68,USD,2.5,169.84,169.84,0.0,Bought 68 RGT for $169.84 USD
532,2020-01-30T21:34:26Z,Convert,ASM,50,USD,0.12518,6.26,6.35,0.09,Converted 50 ASM to 0.1 LTC
533,2020-02-01T13:02:08Z,Buy,RONIN,80,USD,2.921,233.68,233.68,0.0,Bought 80 RONIN for $233.68 USD
534,2020-02-01T22:37:12Z,Buy,SUPER,6,USD,0.37971,2.28,2.28,0.0,Bought 6 SUPER for $2.28 USD
535,2020-02-02T08:58:59Z,Sell,HONEY,28,USD,0.6964,19.5,19.79,0.29,Sold 28 HONEY for $19.79 USD
536,2020-02-03T10:15:13Z,Convert,ASM,75,USD,0.08996,6.75,6.85,0.1,Converted 75 ASM to 0.09 LTC
537,2020-02-03T16:37:05Z,Buy,NCT,68,USD,0.02656,1.81,1.81,0.0,Bought 68 NCT for $1.81 USD
538,2020-02-06T00:54:58Z,Recieve,SPA,79,USD,0.009695,0.77,0.77,0.0,Recieved 79 SPA from an external source
539,2020-02-06T16:12:36Z,Sell,ASM,57,USD,0.17796,10.14,10.3,0.15,Sold 57 ASM for $10.3 USD
540,2020-02-07T07:09:27Z,Convert,SUPER,60,USD,1.59198,95.52,96.95,1.43,Converted 60 SUPER to 143.54 HONEY
541,2020-02-07T17:53:46Z,Sell,TRB,58,USD,129.69,7521.8,7634.63,112.83,Sold 58 TRB for $7634.63 USD
542,2020-02-08T19:33:53Z,Recieve,DOGE,30,USD,0.12277,3.68,3.68,0.0,Recieved 30 DOGE from an external source
543,2020-02-09T03:35:03Z,Convert,BAND,69,USD,1.621,111.83,113.51,1.68,Converted 69 BAND to 347.56 NU
544,2020-02-09T04:23:38Z,Convert,NCT,72,USD,0.03324,2.39,2.43,0.04,Converted 72 NCT to 0.02 TRB
545,2020-02-10T03:20:15Z,Convert,SPA,15,USD,0.019031,0.29,0.29,0.0,Converted 15 SPA to 2.31 ASM
546,2020-02-10T13:08:47Z,Sell,NCT,70,USD,0.02493,1.75,1.77,0.03,Sold 70 NCT for $1.77 USD
547,2020-02-12T01:09:10Z,Buy,LOOM,9,USD,0.0315,0.28,0.28,0.0,Bought 9 LOOM for $0.28 USD
548,2020-02-13T03:11:44Z,Convert,RARE,2,USD,0.131,0.26,0.27,0.0,Converted 2 RARE to 0.1 RONIN
549,2020-02-13T11:11:50Z,Buy,ANKR,55,USD,0.02129,1.17,1.17,0.0,Bought 55 ANKR for $1.17 USD
550,2020-02-13T11:14:52Z,Convert,RONIN,83,USD,2.812,233.4,236.91,3.5,Converted 83 RONIN to 29985.41 SPA
551,2020-02-13T12:26:48Z,Buy,RARE,17,USD,0.1204,2.05,2.05,0.0,Bought 17 RARE for $2.05 USD
552,2020-02-14T11:12:44Z,Convert,ASM,3,USD,0.11802,0.35,0.36,0.01,Converted 3 ASM to 21.6 SPA
553,2020-02-15T12:36:11Z,Buy,NU,32,USD,0.1747,5.59,5.59,0.0,Bought 32 NU for $5.59 USD
554,2020-02-16T12:47:09Z,Recieve,NU,47,USD,0.3043,14.3,14.3,0.0,Recieved 47 NU from an external source
555,2020-02-18T00:09:55Z,Buy,TRB,53,USD,393.9,20876.68,20876.68,0.0,Bought 53 TRB for $20876.68 USD
556,2020-02-19T14:51:15Z,Buy,SPA,44,USD,0.022685,1.0,1.0,0.0,Bought 44 SPA for $1.0 USD
557,2020-02-20T00:43:33Z,Convert,RARE,53,USD,0.1456,7.72,7.83,0.12,Converted 53 RARE to 2.53 RONIN
558,2020-02-21T10:42:42Z,Sell,NCT,76,USD,0.03483,2.65,2.69,0.04,Sold 76 NCT for $2.69 USD
559,2020-02-22T02:21:59Z,Buy,RGT,79,USD,1.91,150.66,150.66,0.0,Bought 79 RGT for $150.66 USD
560,2020-02-22T11:56:00Z,Sell,RGT,47,USD,11.42,536.65,544.7,8.05,Sold 47 RGT for $544.7 USD
561,2020-02-23T11:44:23Z,Recieve,BAND,91,USD,2.749,250.12,250.12,0.0,Recieved 91 BAND from an external source
562,2020-02-23T11:46:35Z,Buy,HONEY,4,USD,0.4952,1.98,1.98,0.0,Bought 4 HONEY for $1.98 USD
563,2020-02-24T00:48:28Z,Convert,LOOM,61,USD,0.0947,5.77,5.86,0.09,Converted 61 LOOM to 0.06 LTC
564,2020-02-24T04:28:01Z,Convert,BAND,92,USD,2.271,208.93,212.07,3.13,Converted 92 BAND to 2535.9 DOGE
565,2020-02-24T23:26:42Z,Convert,SUPER,47,USD,0.32457,15.25,15.48,0.23,Converted 47 SUPER to 100.65 RARE
566,2020-02-25T05:26:42Z,Buy,TRB,47,USD,57.16,2686.35,2686.35,0.0,Bought 47 TRB for $2686.35 USD
567,2020-02-26T11:47:13Z,Sell,ASM,22,USD,0.14116,3.11,3.15,0.05,Sold 22 ASM for $3.15 USD
568,2020-02-26T19:03:56Z,Recieve,ANKR,27,USD,0.04407,1.19,1.19,0.0,Recieved 27 ANKR from an external source
569,2020-02-27T02:25:01Z,Convert,DOGE,54,USD,0.11788,6.37,6.46,0.1,Converted 54 DOGE to 358.19 NCT
570,2020-02-27T15:38:02Z,Recieve,SPA,58,USD,0.003526,0.2,0.2,0.0,Recieved 58 SPA from an external source
571,2020-02-27T16:04:22Z,Sell,HONEY,57,USD,0.42,23.94,24.3,0.36,Sold 57 HONEY for $24.3 USD
572,2020-02-27T17:58:38Z,Convert,BAND,13,USD,1.95,25.36,25.74,0.38,Converted 13 BAND to 378.24 ANKR
573,2020-03-01T21:53:06Z,Convert,RARE,55,USD,0.1657,9.11,9.25,0.14,Converted 55 RARE to 26.23 NU
574,2020-03-02T07:13:01Z,Convert,RGT,87,USD,14.25,1240.09,1258.69,18.6,Converted 87 RGT to 13490.0 ASM
575,2020-03-02T14:35:12Z,Buy,BAND,21,USD,1.932,40.57,40.57,0.0,Bought 21 BAND for $40.57 USD
576,2020-03-02T16:07:16Z,Convert,BAND,23,USD,1.724,39.66,40.26,0.59,Converted 23 BAND to 157.13 NU
577,2020-03-03T10:34:45Z,Buy,TRB,46,USD,185.49,8532.55,8532.55,0.0,Bought 46 TRB for $8532.55 USD
578,2020-03-04T00:47:57Z,Convert,NCT,38,USD,0.03096,1.18,1.19,0.02,Converted 38 NCT to 0.0 TRB
579,2020-03-04T08:53:03Z,Convert,DOGE,37,USD,0.06223,2.3,2.34,0.03,Converted 37 DOGE to 20.13 RARE
580,2020-03-06T00:29:36Z,Buy,ANKR,31,USD,0.0378,1.17,1.17,0.0,Bought 31 ANKR for $1.17 USD
581,2020-03-06T05:57:18Z,Convert,HONEY,60,USD,0.9546,57.28,58.14,0.86,Converted 60 HONEY to 0.57 LTC
582,2020-03-06T17:23:24Z,Recieve,SPA,81,USD,0.020919,1.69,1.69,0.0,Recieved 81 SPA from an external source
583,2020-03-06T18:35:54Z,Buy,LTC,1,USD,103.65,103.65,103.65,0.0,Bought 1 LTC for $103.65 USD
584,2020-03-07T09:43:24Z,Recieve,RONIN,1,USD,3.1,3.1,3.1,0.0,Recieved 1 RONIN from an external source
585,2020-03-07T20:38:05Z,Buy,LOOM,57,USD,0.0358,2.04,2.04,0.0,Bought 57 LOOM for $2.04 USD
586,2020-03-07T22:05:48Z,Buy,RGT,82,USD,17.04,1397.22,1397.22,0.0,Bought 82 RGT for $1397.22 USD
587,2020-03-10T07:39:38Z,Sell,ANKR,54,USD,0.01836,0.99,1.01,0.01,Sold 54 ANKR for $1.01 USD
588,2020-03-12T19:32:16Z,Sell,SUPER,88,USD,0.07844,6.9,7.01,0.1,Sold 88 SUPER for $7.01 USD
589,2020-03-13T08:17:03Z,Recieve,TRB,72,USD,239.78,17264.1,17264.1,0.0,Recieved 72 TRB from an external source
590,2020-03-14T11:13:14Z,Buy,LOOM,73,USD,0.0848,6.19,6.19,0.0,Bought 73 LOOM for $6.19 USD
591,2020-03-15T10:37:30Z,Recieve,SUPER,97,USD,0.42392,41.12,41.12,0.0,Recieved 97 SUPER from an external source
592,2020-03-15T21:37:11Z,Buy,DOGE,91,USD,0.12257,11.15,11.15,0.0,Bought 91 DOGE for $11.15 USD
593,2020-03-16T16:00:22Z,Buy,RGT,69,USD,17.87,1232.82,1232.82,0.0,Bought 69 RGT for $1232.82 USD
594,2020-03-17T02:55:09Z,Sell,SUPER,32,USD,1.29172,41.33,41.96,0.62,Sold 32 SUPER for $41.96 USD
595,2020-03-17T16:55:08Z,Convert,NU,77,USD,0.3098,23.86,24.21,0.36,Converted 77 NU to 1951.46 NCT
596,2020-03-17T22:53:06Z,Recieve,LTC,14,USD,76.74,1074.36,1074.36,0.0,Recieved 14 LTC from an external source
597,2020-03-18T08:52:13Z,Convert,SPA,28,USD,0.026087,0.73,0.74,0.01,Converted 28 SPA to 13.7 RARE
598,2020-03-20T04:47:20Z,Recieve,NU,74,USD,0.1374,10.17,10.17,0.0,Recieved 74 NU from an external source
599,2020-03-21T09:22:44Z,Buy,SUPER,65,USD,1.17594,76.44,76.44,0.0,Bought 65 SUPER for $76.44 USD
600,2020-03-21T13:02:02Z,Sell,HONEY,6,USD,0.9335,5.6,5.68,0.08,Sold 6 HONEY for $5.68 USD
601,2020-03-22T11:17:39Z,Buy,ANKR,69,USD,0.05771,3.98,3.98,0.0,Bought 69 ANKR for $3.98 USD
602,2020-03-23T21:19:59Z,Sell,RONIN,93,USD,3.821,355.32,360.65,5.33,Sold 93 RONIN for $360.65 USD
603,2020-03-25T05:49:27Z,Recieve,NU,21,USD,0.1715,3.6,3.6,0.0,Recieved 21 NU from an external source
604,2020-03-26T08:41:10Z,Sell,ANKR,74,USD,0.04919,3.64,3.69,0.05,Sold 74 ANKR for $3.69 USD
605,2020-03-26T11:08:21Z,Recieve,LTC,99,USD,81.87,8105.04,8105.04,0.0,Recieved 99 LTC from an external source
606,2020-03-26T13:01:44Z,Recieve,DOGE,29,USD,0.09003,2.61,2.61,0.0,Recieved 29 DOGE from an external source
607,2020-03-27T18:24:51Z,Sell,NU,29,USD,0.3726,10.81,10.97,0.16,Sold 29 NU for $10.97 USD
608,2020-03-29T08:09:20Z,Recieve,LTC,87,USD,79.6,6924.82,6924.82,0.0,Recieved 87 LTC from an external source
609,2020-03-29T18:29:27Z,Buy,HONEY,95,USD,0.2108,20.03,20.03,0.0,Bought 95 HONEY for $20.03 USD
610,2020-03-30T00:12:20Z,Convert,NU,76,USD,0.3337,25.36,25.74,0.38,Converted 76 NU to 29.69 HONEY
611,2020-03-30T09:11:12Z,Buy,LOOM,45,USD,0.0708,3.19,3.19,0.0,Bought 45 LOOM for $3.19 USD
612,2020-03-30T20:43:13Z,Recieve,BAND,5,USD,1.044,5.22,5.22,0.0,Recieved 5 BAND from an external source
613,2020-03-30T23:24:56Z,Convert,DOGE,46,USD,0.1004,4.62,4.69,0.07,Converted 46 DOGE to 14.69 NU
614,2020-04-01T19:42:00Z,Buy,RONIN,38,USD,2.952,112.19,112.19,0.0,Bought 38 RONIN for $112.19 USD
615,2020-04-02T22:04:24Z,Convert,ANKR,65,USD,0.06364,4.14,4.2,0.06,Converted 65 ANKR to 0.17 RGT
616,2020-04-03T07:29:56Z,Convert,SUPER,88,USD,1.43075,125.91,127.79,1.89,Converted 88 SUPER to 1.2 LTC
617,2020-04-03T11:09:41Z,Sell,TRB,5,USD,486.67,2433.33,2469.83,36.5,Sold 5 TRB for $2469.83 USD
618,2020-04-03T16:27:44Z,Buy,TRB,53,USD,104.44,5535.32,5535.32,0.0,Bought 53 TRB for $5535.32 USD
619,2020-04-04T09:16:32Z,Convert,RONIN,53,USD,2.878,152.54,154.83,2.29,Converted 53 RONIN to 238.36 SUPER
620,2020-04-04T14:55:55Z,Recieve,RONIN,84,USD,3.646,306.24,306.24,0.0,Recieved 84 RONIN from an external source
621,2020-04-05T05:26:13Z,Sell,TRB,2,USD,128.43,256.86,260.71,3.85,Sold 2 TRB for $260.71 USD
622,2020-04-05T17:04:01Z,Sell,BAND,13,USD,2.742,35.64,36.18,0.53,Sold 13 BAND for $36.18 USD
623,2020-04-06T14:58:21Z,Buy,ANKR,14,USD,0.05175,0.72,0.72,0.0,Bought 14 ANKR for $0.72 USD
624,2020-04-06T23:34:27Z,Recieve,BAND,68,USD,1.6,108.79,108.79,0.0,Recieved 68 BAND from an external source
625,2020-04-07T01:13:08Z,Convert,SUPER,20,USD,1.34647,26.93,27.33,0.4,Converted 20 SUPER to 0.88 RGT
626,2020-04-07T05:21:50Z,Convert,DOGE,23,USD,0.1342,3.09,3.13,0.05,Converted 23 DOGE to 1.07 BAND
627,2020-04-08T16:26:40Z,Sell,LOOM,57,USD,0.0314,1.79,1.81,0.03,Sold 57 LOOM for $1.81 USD
628,2020-04-10T14:38:34Z,Buy,ASM,74,USD,0.15047,11.13,11.13,0.0,Bought 74 ASM for $11.13 USD
629,2020-04-11T20:43:39Z,Convert,NCT,15,USD,0.0472,0.71,0.72,0.01,Converted 15 NCT to 3.12 SUPER
630,2020-04-14T03:45:24Z,Convert,LTC,15,USD,70.11,1051.71,1067.48,15.78,Converted 15 LTC to 48407.59 NCT
631,2020-04-14T20:44:23Z,Recieve,ASM,66,USD,0.1206,7.96,7.96,0.0,Recieved 66 ASM from an external source
632,2020-04-15T03:22:56Z,Buy,ASM,76,USD,0.10175,7.73,7.73,0.0,Bought 76 ASM for $7.73 USD
633,2020-04-15T05:57:42Z,Sell,SPA,0,USD,0.01627,0.0,0.0,0.0,Sold 0 SPA for $0.0 USD
634,2020-04-15T09:49:19Z,Sell,RARE,97,USD,0.2132,20.68,20.99,0.31,Sold 97 RARE for $20.99 USD
635,2020-04-16T05:21:28Z,Sell,BAND,62,USD,2.648,164.21,166.67,2.46,Sold 62 BAND for $166.67 USD
636,2020-04-17T15:38:38Z,Convert,ASM,40,USD,0.08785,3.51,3.57,0.05,Converted 40 ASM to 157.77 SPA
637,2020-04-19T10:56:25Z,Sell,RGT,74,USD,27.26,2017.36,2047.62,30.26,Sold 74 RGT for $2047.62 USD
638,2020-04-19T23:40:31Z,Buy,NU,97,USD,0.1416,13.73,13.73,0.0,Bought 97 NU for $13.73 USD
639,2020-04-20T05:41:40Z,Buy,LOOM,61,USD,0.1516,9.25,9.25,0.0,Bought 61 LOOM for $9.25 USD
640,2020-04-24T21:16:41Z,Buy,LTC,80,USD,58.94,4714.91,4714.91,0.0,Bought 80 LTC for $4714.91 USD
641,2020-04-26T23:27:02Z,Sell,SUPER,21,USD,0.39559,8.31,8.43,0.12,Sold 21 SUPER for $8.43 USD
642,2020-04-27T23:07:48Z,Sell,LTC,65,USD,95.5,6207.69,6300.8,93.12,Sold 65 LTC for $6300.8 USD
643,2020-04-28T17:07:36Z,Sell,BAND,93,USD,1.082,100.61,102.12,1.51,Sold 93 BAND for $102.12 USD
644,2020-04-29T00:43:48Z,Recieve,ASM,96,USD,0.09553,9.17,9.17,0.0,Recieved 96 ASM from an external source
645,2020-04-29T16:39:07Z,Buy,RARE,38,USD,0.1954,7.43,7.43,0.0,Bought 38 RARE for $7.43 USD
646,2020-04-29T19:00:28Z,Buy,ASM,72,USD,0.03579,2.58,2.58,0.0,Bought 72 ASM for $2.58 USD
647,2020-05-01T19:08:41Z,Buy,TRB,65,USD,400.22,26014.6,26014.6,0.0,Bought 65 TRB for $26014.6 USD
648,2020-05-01T19:23:44Z,Convert,RGT,24,USD,29.81,715.39,726.12,10.73,Converted 24 RGT to 33434.43 ASM
649,2020-05-01T21:43:10Z,Buy,DOGE,92,USD,0.15082,13.88,13.88,0.0,Bought 92 DOGE for $13.88 USD
650,2020-05-03T18:17:49Z,Sell,SUPER,73,USD,0.38032,27.76,28.18,0.42,Sold 73 SUPER for $28.18 USD
651,2020-05-04T00:35:10Z,Sell,BAND,22,USD,2.691,59.2,60.09,0.89,Sold 22 BAND for $60.09 USD
652,2020-05-04T05:53:48Z,Buy,RGT,95,USD,34.15,3243.82,3243.82,0.0,Bought 95 RGT for $3243.82 USD
653,2020-05-04T23:55:42Z,Sell,RGT,1,USD,3.93,3.93,3.99,0.06,Sold 1 RGT for $3.99 USD
654,2020-05-06T07:40:00Z,Buy,NCT,33,USD,0.02501,0.83,0.83,0.0,Bought 33 NCT for $0.83 USD
655,2020-05-06T07:46:05Z,Sell,SUPER,95,USD,0.36686,34.85,35.37,0.52,Sold 95 SUPER for $35.37 USD
656,2020-05-06T23:53:36Z,Sell,BAND,46,USD,1.968,90.54,91.9,1.36,Sold 46 BAND for $91.9 USD
657,2020-05-07T11:29:10Z,Buy,LTC,56,USD,110.58,6192.73,6192.73,0.0,Bought 56 LTC for $6192.73 USD
658,2020-05-07T18:03:11Z,Buy,ASM,90,USD,0.03729,3.36,3.36,0.0,Bought 90 ASM for $3.36 USD
659,2020-05-09T01:03:53Z,Convert,DOGE,76,USD,0.20878,15.87,16.1,0.24,Converted 76 DOGE to 2.14 RGT
660,2020-05-10T01:46:24Z,Recieve,ASM,48,USD,0.17632,8.46,8.46,0.0,Recieved 48 ASM from an external source
661,2020-05-12T06:30:53Z,Sell,TRB,10,USD,252.61,2526.1,2563.99,37.89,Sold 10 TRB for $2563.99 USD
662,2020-05-15T04:48:11Z,Recieve,BAND,12,USD,2.625,31.5,31.5,0.0,Recieved 12 BAND from an external source
663,2020-05-15T07:35:11Z,Convert,RONIN,70,USD,2.728,190.95,193.81,2.86,Converted 70 RONIN to 725.31 NU
664,2020-05-15T08:30:48Z,Sell,LTC,33,USD,60.01,1980.31,2010.02,29.7,Sold 33 LTC for $2010.02 USD
665,2020-05-16T22:32:48Z,Recieve,TRB,84,USD,341.17,28658.06,28658.06,0.0,Recieved 84 TRB from an external source
666,2020-05-17T18:29:16Z,Sell,TRB,75,USD,280.93,21069.6,21385.64,316.04,Sold 75 TRB for $21385.64 USD
667,2020-05-18T02:31:24Z,Recieve,LTC,92,USD,111.88,10293.37,10293.37,0.0,Recieved 92 LTC from an external source
668,2020-05-18T03:29:58Z,Convert,ANKR,39,USD,0.01805,0.7,0.71,0.01,Converted 39 ANKR to 5.09 HONEY
669,2020-05-20T15:57:14Z,Buy,HONEY,79,USD,0.1935,15.29,15.29,0.0,Bought 79 HONEY for $15.29 USD
670,2020-05-20T22:17:43Z,Recieve,SPA,1,USD,0.01996,0.02,0.02,0.0,Recieved 1 SPA from an external source
671,2020-05-21T01:54:13Z,Sell,NU,28,USD,0.0932,2.61,2.65,0.04,Sold 28 NU for $2.65 USD
672,2020-05-21T16:00:16Z,Sell,NU,77,USD,0.3083,23.74,24.09,0.36,Sold 77 NU for $24.09 USD
673,2020-05-22T14:36:15Z,Recieve,RGT,73,USD,30.86,2253.03,2253.03,0.0,Recieved 73 RGT from an external source
674,2020-05-23T10:43:13Z,Recieve,RONIN,58,USD,3.701,214.68,214.68,0.0,Recieved 58 RONIN from an external source
